,Candidat,Circ,Departement,Parti,Score
343,Denis Psaume,1.0,-circonscription-aveyron,Les Verts,"6,36%"
344,André Marçais,1.0,-circonscription-aveyron,FN,"5,35%"
345,Guy Drillin,1.0,-circonscription-aveyron,PCF,"4,28%"
346,Claude Berger,1.0,-circonscription-aveyron,"
									Les nouveaux écologistes									","2,94%"
347,Simone Bonnefois,1.0,-circonscription-aveyron,"
									Parti de la loi naturelle									","0,30%"
348,Serge Roques,2.0,-circonscription-aveyron,UDF,"50,75%"
349,Jean-Marc Sabathe,2.0,-circonscription-aveyron,Mouvement des radicaux de gauche,"25,32%"
350,Jean-Marie Gras,2.0,-circonscription-aveyron,PCF,"9,67%"
351,Evelyne Durival,2.0,-circonscription-aveyron,Génération écologie,"8,12%"
352,Ludovic Winkler,2.0,-circonscription-aveyron,"
									Les nouveaux écologistes									","2,82%"
353,Armand Ferlaud,2.0,-circonscription-aveyron,Divers droite,"1,78%"
354,Roger Laurent,2.0,-circonscription-aveyron,Divers droite,"1,10%"
355,André Bonnefois,2.0,-circonscription-aveyron,"
									Parti de la loi naturelle									","0,45%"
356,Jacques Godfrain,3.0,-circonscription-aveyron,RPR,"59,26%"
357,Armand Vernhette,3.0,-circonscription-aveyron,"
									Alliance des Français pour le progrès									","19,89%"
358,Yves Fremion,3.0,-circonscription-aveyron,Les Verts,"6,75%"
359,Jean-Pierre Caldier,3.0,-circonscription-aveyron,FN,"5,94%"
360,Jean-Claude Dubuisson,3.0,-circonscription-aveyron,PCF,"5,46%"
361,Annie Caulonque,3.0,-circonscription-aveyron,"
									Les nouveaux écologistes									","2,30%"
362,André Verdié,3.0,-circonscription-aveyron,"
									Parti de la loi naturelle									","0,40%"
363,Roland Blum,1.0,-circonscription-bouches-du-rhone,UDF,"40,54%"
364,Jean-Pierre Baumann,1.0,-circonscription-bouches-du-rhone,FN,"22,26%"
365,Michel Coullomb,1.0,-circonscription-bouches-du-rhone,PS,"14,99%"
366,Ghislaine Abad,1.0,-circonscription-bouches-du-rhone,PCF,"10,03%"
367,Patrick Nofri,1.0,-circonscription-bouches-du-rhone,Les Verts,"6,93%"
368,Gilles Attias,1.0,-circonscription-bouches-du-rhone,"
									Les nouveaux écologistes									","3,12%"
369,Jacques Pélissier,1.0,-circonscription-bouches-du-rhone,Divers,"1,14%"
370,Rémy Jean,1.0,-circonscription-bouches-du-rhone,LCR,"0,77%"
371,Jean-Luc Conraux,1.0,-circonscription-bouches-du-rhone,"
									Parti de la loi naturelle									","0,22%"
372,Jean-François Mattei,2.0,-circonscription-bouches-du-rhone,UDF,"48,89%"
373,Hubert Savon,2.0,-circonscription-bouches-du-rhone,FN,"20,11%"
374,Bernard Pigamo,2.0,-circonscription-bouches-du-rhone,PS,"12,83%"
375,Jean-Pierre Fouquet,2.0,-circonscription-bouches-du-rhone,Génération écologie,"7,85%"
376,Robert Allione,2.0,-circonscription-bouches-du-rhone,PCF,"7,72%"
377,Marc Deydier,2.0,-circonscription-bouches-du-rhone,"
									Les nouveaux écologistes									","2,29%"
378,Mohamed Saïb,2.0,-circonscription-bouches-du-rhone,"
									Parti de la loi naturelle									","0,31%"
379,Jean Roatta,3.0,-circonscription-bouches-du-rhone,UDF,"34,35%"
380,Jean Roussel,3.0,-circonscription-bouches-du-rhone,FN,"24,56%"
381,Philippe Sanmarco,3.0,-circonscription-bouches-du-rhone,PS,"16,59%"
382,Rolande Carrière,3.0,-circonscription-bouches-du-rhone,PCF,"8,59%"
383,Catherine Lange,3.0,-circonscription-bouches-du-rhone,Génération écologie,"5,88%"
384,Maurice di Nocera,3.0,-circonscription-bouches-du-rhone,Divers gauche,"3,05%"
385,Jeanne Manovelli,3.0,-circonscription-bouches-du-rhone,"
									Les nouveaux écologistes									","2,49%"
386,Jacques Samuelian,3.0,-circonscription-bouches-du-rhone,Divers gauche,"2,08%"
387,Guy Dubost,3.0,-circonscription-bouches-du-rhone,LO,"1,28%"
388,Philippe Prieto,3.0,-circonscription-bouches-du-rhone,"
									Union écologie démocratie									","0,71%"
389,Gérard Scavino,3.0,-circonscription-bouches-du-rhone,Divers droite,"0,41%"
390,Marie-Claude Roussel,4.0,-circonscription-bouches-du-rhone,FN,"29,15%"
391,Guy Hermier,4.0,-circonscription-bouches-du-rhone,PCF,"27,20%"
392,André Isoardo,4.0,-circonscription-bouches-du-rhone,"
									CNI									","16,11%"
393,Charles-Emile Loo,4.0,-circonscription-bouches-du-rhone,PS,"11,49%"
394,Lucien Vassal,4.0,-circonscription-bouches-du-rhone,Divers gauche,"7,23%"
395,Daniel Bret,4.0,-circonscription-bouches-du-rhone,Les Verts,"4,15%"
396,André Gioanni,4.0,-circonscription-bouches-du-rhone,"
									Les nouveaux écologistes									","2,80%"
397,Patrick Grenier,4.0,-circonscription-bouches-du-rhone,LO,"1,30%"
398,Abderrhamane Tabet,4.0,-circonscription-bouches-du-rhone,"
									France plus									","0,57%"
399,Reanud Muselier,5.0,-circonscription-bouches-du-rhone,RPR,"36,04%"
400,Ronald Perdomo,5.0,-circonscription-bouches-du-rhone,FN,"23,68%"
401,Janine Ecochard,5.0,-circonscription-bouches-du-rhone,PS,"13,65%"
402,Paul Biaggini,5.0,-circonscription-bouches-du-rhone,PCF,"11,84%"
403,Armand Touati,5.0,-circonscription-bouches-du-rhone,Génération écologie,"7,25%"
404,Denis Garnier,5.0,-circonscription-bouches-du-rhone,"
									Les nouveaux écologistes									","2,95%"
405,Robert Condrieux,5.0,-circonscription-bouches-du-rhone,Divers gauche,"1,78%"
406,Jean-Jacques Bertrand,5.0,-circonscription-bouches-du-rhone,LCR,"1,01%"
407,Catherine Jacoby,5.0,-circonscription-bouches-du-rhone,Ecologiste,"0,58%"
408,Lucien Andréani,5.0,-circonscription-bouches-du-rhone,"
									Mouvement des démocrates									","0,49%"
409,Laurence Ferricelli-Joba,5.0,-circonscription-bouches-du-rhone,"
									Alliance populaire									","0,33%"
410,Paul Sinibaldi,5.0,-circonscription-bouches-du-rhone,Divers droite,"0,25%"
411,Denis Haimard,5.0,-circonscription-bouches-du-rhone,"
									Parti de la loi naturelle									","0,14%"
412,Guy Teissier,6.0,-circonscription-bouches-du-rhone,UDF,"40,79%"
413,Michèle Carayon,6.0,-circonscription-bouches-du-rhone,FN,"20,72%"
414,Fernand Pietri,6.0,-circonscription-bouches-du-rhone,PS,"9,91%"
415,Annick Boet,6.0,-circonscription-bouches-du-rhone,PCF,"9,29%"
416,René Olmeta,6.0,-circonscription-bouches-du-rhone,PS,"9,10%"
417,Victor Espinosa,6.0,-circonscription-bouches-du-rhone,Génération écologie,"6,94%"
418,Jacqueline Carpentier,6.0,-circonscription-bouches-du-rhone,"
									Les nouveaux écologistes									","2,52%"
419,Robert Etienne,6.0,-circonscription-bouches-du-rhone,Divers droite,"0,47%"
420,Anne-Marie Renaud,6.0,-circonscription-bouches-du-rhone,"
									Parti de la loi naturelle									","0,27%"
421,Maurice Gros,7.0,-circonscription-bouches-du-rhone,FN,"28,52%"
422,Bernard Leccia,7.0,-circonscription-bouches-du-rhone,RPR,"23,25%"
423,Jeanine Porte,7.0,-circonscription-bouches-du-rhone,PCF,"17,12%"
424,Michel Pezet,7.0,-circonscription-bouches-du-rhone,PS,"13,51%"
425,Pierre Rastoin,7.0,-circonscription-bouches-du-rhone,Divers gauche,"7,31%"
426,Jean-Claude Badih,7.0,-circonscription-bouches-du-rhone,Les Verts,"4,68%"
427,Renée Canu,7.0,-circonscription-bouches-du-rhone,"
									Les nouveaux écologistes									","3,41%"
428,Danièle Pécout,7.0,-circonscription-bouches-du-rhone,LO,"1,33%"
429,Corinne Raynaud,7.0,-circonscription-bouches-du-rhone,Parti des travailleurs,"0,86%"
430,Pierre Chevalier,8.0,-circonscription-bouches-du-rhone,RPR,"27,28%"
431,Yvon Claire,8.0,-circonscription-bouches-du-rhone,FN,"25,19%"
432,Marius Masse,8.0,-circonscription-bouches-du-rhone,PS,"22,74%"
433,Rudy Vigier,8.0,-circonscription-bouches-du-rhone,PCF,"12,51%"
434,Pierre Aplincourt,8.0,-circonscription-bouches-du-rhone,Génération écologie,"7,04%"
435,Fabienne Scheibling,8.0,-circonscription-bouches-du-rhone,"
									Les nouveaux écologistes									","3,38%"
436,Claudine Rodinson,8.0,-circonscription-bouches-du-rhone,LO,"1,52%"
437,Patrick Coulon,8.0,-circonscription-bouches-du-rhone,"
									Parti de la loi naturelle									","0,34%"
438,Jean Tardito,9.0,-circonscription-bouches-du-rhone,PCF,"31,82%"
439,Jean-Pierre Lafond,9.0,-circonscription-bouches-du-rhone,UDF,"30,92%"
440,André Melin,9.0,-circonscription-bouches-du-rhone,FN,"17,98%"
441,Jean Reynaud,9.0,-circonscription-bouches-du-rhone,Les Verts,"5,89%"
442,Pierre Lacoeuilhe,9.0,-circonscription-bouches-du-rhone,Mouvement des radicaux de gauche,"3,58%"
443,Michel Buscetti,9.0,-circonscription-bouches-du-rhone,Divers droite,"3,27%"
444,Marie-José Gertosio,9.0,-circonscription-bouches-du-rhone,"
									Les nouveaux écologistes									","3,04%"
445,Charles Bonifay,9.0,-circonscription-bouches-du-rhone,PS dissident,"2,84%"
446,Annie Rieu-Roy,9.0,-circonscription-bouches-du-rhone,Divers,"0,47%"
447,Dominique Blauwblomme,9.0,-circonscription-bouches-du-rhone,"
									Parti de la loi naturelle									","0,17%"
448,Bernard Tapie,10.0,-circonscription-bouches-du-rhone,Mouvement des radicaux de gauche,"25,60%"
449,Hervé Fabre-Aubrespy,10.0,-circonscription-bouches-du-rhone,RPR,"24,28%"
450,Roger Meï,10.0,-circonscription-bouches-du-rhone,PCF,"19,31%"
451,Damien Bariller,10.0,-circonscription-bouches-du-rhone,FN,"18,98%"
452,Marie-Claire Mouyrin,10.0,-circonscription-bouches-du-rhone,Génération écologie,"5,76%"
453,Michel Ben Haïm,10.0,-circonscription-bouches-du-rhone,"
									Les nouveaux écologistes									","1,29%"
454,Eric Bagnoli,10.0,-circonscription-bouches-du-rhone,Divers droite,"1,00%"
455,Christian Poitevin,10.0,-circonscription-bouches-du-rhone,Divers gauche,"0,91%"
456,Daniel Guffroy,10.0,-circonscription-bouches-du-rhone,"
									Solidarité, écologie, gauche alternative									","0,89%"
457,René Sale,10.0,-circonscription-bouches-du-rhone,Parti des travailleurs,"0,61%"
458,Gérard Blanc,10.0,-circonscription-bouches-du-rhone,Ecologiste,"0,58%"
459,Jean Zailah,10.0,-circonscription-bouches-du-rhone,"
									Union des indépendants									","0,55%"
460,Christian Bordione,10.0,-circonscription-bouches-du-rhone,Divers,"0,26%"
461,Christian Kert,11.0,-circonscription-bouches-du-rhone,UDF,"35,43%"
462,Philippe Adam,11.0,-circonscription-bouches-du-rhone,FN,"22,93%"
463,Marc Egloff,11.0,-circonscription-bouches-du-rhone,Mouvement des radicaux de gauche,"18,63%"
464,Patrick Sauvage,11.0,-circonscription-bouches-du-rhone,Les Verts,"10,72%"
465,Danielle Bellan,11.0,-circonscription-bouches-du-rhone,PCF,"7,50%"
466,Françoise Cano,11.0,-circonscription-bouches-du-rhone,"
									Les nouveaux écologistes									","3,25%"
467,MAX LANFANT,11.0,-circonscription-bouches-du-rhone,"
									Union des indépendants									","1,12%"
468,Bernard Deluc,11.0,-circonscription-bouches-du-rhone,"
									Parti de la loi naturelle									","0,42%"
469,Bruno Mégret,12.0,-circonscription-bouches-du-rhone,FN,"27,53%"
470,Henri d'Attilio,12.0,-circonscription-bouches-du-rhone,PS,"19,36%"
471,Raymond Lecler,12.0,-circonscription-bouches-du-rhone,RPR,"18,34%"
472,Georges Rosso,12.0,-circonscription-bouches-du-rhone,PCF,"12,49%"
473,Laurens Deleuil,12.0,-circonscription-bouches-du-rhone,UDF dissident,"10,63%"
474,Michel Botella,12.0,-circonscription-bouches-du-rhone,Génération écologie,"8,43%"
475,Serge Daumas,12.0,-circonscription-bouches-du-rhone,Extrème gauche,"3,22%"
476,Olivier Darrason,13.0,-circonscription-bouches-du-rhone,UDF,"28,06%"
477,Paul Lombard,13.0,-circonscription-bouches-du-rhone,PCF,"26,78%"
478,José Rodriguez,13.0,-circonscription-bouches-du-rhone,FN,"15,15%"
479,Roger Camoin,13.0,-circonscription-bouches-du-rhone,PS,"12,25%"
480,Gérard Monnier-Besombes,13.0,-circonscription-bouches-du-rhone,Les Verts,"7,75%"
481,Louis Gros,13.0,-circonscription-bouches-du-rhone,"
									Les nouveaux écologistes									","4,14%"
482,Patrice Gouin,13.0,-circonscription-bouches-du-rhone,Divers droite,"3,62%"
483,Jean-Michel Ghiotto,13.0,-circonscription-bouches-du-rhone,LO,"1,42%"
484,Hubert Jaussaud,13.0,-circonscription-bouches-du-rhone,Extrème gauche,"0,83%"
485,Jean-Bernard Raimond,14.0,-circonscription-bouches-du-rhone,RPR,"20,87%"
486,Fernand Boulan,14.0,-circonscription-bouches-du-rhone,UDF,"20,14%"
487,Alexandre Medvedowsky,14.0,-circonscription-bouches-du-rhone,PS,"19,07%"
488,Philippe Milliau,14.0,-circonscription-bouches-du-rhone,FN,"17,48%"
489,Yvon Roche,14.0,-circonscription-bouches-du-rhone,Les Verts,"9,24%"
490,Luc Foulquier,14.0,-circonscription-bouches-du-rhone,PCF,"7,00%"
491,Magdeleine Siri,14.0,-circonscription-bouches-du-rhone,"
									Les nouveaux écologistes									","2,65%"
492,Marie-Noëlle Rinaudo,14.0,-circonscription-bouches-du-rhone,PS,"1,30%"
493,Hervé Guerrera,14.0,-circonscription-bouches-du-rhone,Parti occitan,"1,02%"
494,Jean-Pierre Gaigne,14.0,-circonscription-bouches-du-rhone,Divers gauche,"0,84%"
495,Claude Guillier,14.0,-circonscription-bouches-du-rhone,Divers droite,"0,24%"
496,Thierry Carliez,14.0,-circonscription-bouches-du-rhone,"
									Parti de la loi naturelle									","0,16%"
497,Léon Vachet,15.0,-circonscription-bouches-du-rhone,RPR,"39,16%"
498,Bernard Meslans,15.0,-circonscription-bouches-du-rhone,FN,"19,32%"
499,Daniel Conte,15.0,-circonscription-bouches-du-rhone,PS,"17,16%"
500,Robert Célaire,15.0,-circonscription-bouches-du-rhone,Les Verts,"11,38%"
501,Louis Minetti,15.0,-circonscription-bouches-du-rhone,PCF,"9,54%"
502,Josefa Carvou,15.0,-circonscription-bouches-du-rhone,"
									Les nouveaux écologistes									","3,45%"
503,Thérèse Aillaud,16.0,-circonscription-bouches-du-rhone,UDF,"31,46%"
504,Michel Vauzelle,16.0,-circonscription-bouches-du-rhone,PS,"20,27%"
505,Vincent Porelli,16.0,-circonscription-bouches-du-rhone,PCF,"18,92%"
506,Gérard David,16.0,-circonscription-bouches-du-rhone,FN,"15,84%"
507,Catherine Levraud,16.0,-circonscription-bouches-du-rhone,Les Verts,"7,51%"
508,Ilio Guidi,16.0,-circonscription-bouches-du-rhone,"
									Les nouveaux écologistes									","2,47%"
509,Jean-Louis Savoret,16.0,-circonscription-bouches-du-rhone,"
									Union des indépendants									","2,07%"
510,Jacques Guintoli,16.0,-circonscription-bouches-du-rhone,Divers,"1,46%"
511,Francis Saint-Ellier,1.0,-circonscription-calvados,UDF,"45,57%"
512,Yvonnick Mével,1.0,-circonscription-calvados,PS,"17,90%"
513,Josette Bénard,1.0,-circonscription-calvados,Génération écologie,"11,30%"
514,YVES Duprès,1.0,-circonscription-calvados,FN,"9,79%"
515,Christian Langeois,1.0,-circonscription-calvados,PCF,"6,00%"
516,Michel Dufour,1.0,-circonscription-calvados,Ecologiste,"4,80%"
517,Denis Allix,1.0,-circonscription-calvados,"
									Solidarité, écologie, gauche alternative									","3,04%"
518,Cécile Poulain,1.0,-circonscription-calvados,"
									Les nouveaux écologistes									","1,59%"
519,Louis Mexandeau,2.0,-circonscription-calvados,PS,"27,57%"
520,Yves Lessard,2.0,-circonscription-calvados,RPR,"26,96%"
521,Alain Gruénais,2.0,-circonscription-calvados,Les Verts,"9,71%"
522,Marc Bellet,2.0,-circonscription-calvados,PCF,"9,20%"
523,Olivier Simonot,2.0,-circonscription-calvados,FN,"9,13%"
524,Pierre-Claude Le Joncour,2.0,-circonscription-calvados,Divers droite,"7,20%"
525,Arlette Vivier,2.0,-circonscription-calvados,Ecologiste,"5,27%"
526,Daniel Dieudonné,2.0,-circonscription-calvados,LO,"1,92%"
527,Jean-Paul Ducandas,2.0,-circonscription-calvados,Parti des travailleurs,"1,44%"
528,Irène Lacroix,2.0,-circonscription-calvados,"
									Les nouveaux écologistes									","0,93%"
529,Michel Zvenigorosky,2.0,-circonscription-calvados,LCR,"0,67%"
530,André Fanton,3.0,-circonscription-calvados,RPR,"36,52%"
531,Yvette Roudy,3.0,-circonscription-calvados,PS,"23,13%"
532,Michèle Hamon,3.0,-circonscription-calvados,FN,"10,96%"
533,Jean-Philippe Jonquard,3.0,-circonscription-calvados,Divers droite,"10,45%"
534,Jean-Jacques Broudic,3.0,-circonscription-calvados,PCF,"6,56%"
535,Eric Boisnard,3.0,-circonscription-calvados,Génération écologie,"5,16%"
536,Alain Angelini,3.0,-circonscription-calvados,Ecologiste,"3,27%"
537,Aladino Vallar,3.0,-circonscription-calvados,Ecologiste,"1,59%"
538,Gérard Cauche,3.0,-circonscription-calvados,"
									CNI									","1,19%"
539,Pierre Blottière,3.0,-circonscription-calvados,"
									Les nouveaux écologistes									","1,17%"
540,Nicole Ameline,4.0,-circonscription-calvados,UDF,"43,61%"
541,Guy Dupin,4.0,-circonscription-calvados,FN,"10,66%"
542,Jangui Le Carpentier,4.0,-circonscription-calvados,PS,"10,47%"
543,Gérard Pruvost,4.0,-circonscription-calvados,RPR dissident,"9,82%"
544,Pierre Mouraret,4.0,-circonscription-calvados,PCF,"7,01%"
545,Michel Lamarre,4.0,-circonscription-calvados,Ecologiste,"6,68%"
546,Corinne Lepage-Huglo,4.0,-circonscription-calvados,Génération écologie,"6,18%"
547,Elisabeth Morisseau-Jouneau,4.0,-circonscription-calvados,"
									Mouvement des réformateurs									","2,75%"
548,Alexis Mourre,4.0,-circonscription-calvados,Mouvement des citoyens,"1,12%"
549,Jean-Claude Métier,4.0,-circonscription-calvados,Divers droite,"1,11%"
550,Sonia Germain,4.0,-circonscription-calvados,"
									Les nouveaux écologistes									","0,59%"
551,François d'Harcourt,5.0,-circonscription-calvados,UDF,"51,91%"
552,André Ledran,5.0,-circonscription-calvados,PS,"17,80%"
553,Denise Peuch-Jaboeuf,5.0,-circonscription-calvados,FN,"9,88%"
554,Bernard Hérard,5.0,-circonscription-calvados,Les Verts,"9,25%"
555,Jacques Bayon,5.0,-circonscription-calvados,PCF,"6,17%"
556,Léon Lemonnier,5.0,-circonscription-calvados,Ecologiste,"4,27%"
557,Henri-Pierre Bapst,5.0,-circonscription-calvados,"
									Les nouveaux écologistes									","0,72%"
558,René Garrec,6.0,-circonscription-calvados,UDF,"45,46%"
559,Olivier Stirn,6.0,-circonscription-calvados,PS,"31,48%"
560,Christian Guéret,6.0,-circonscription-calvados,FN,"7,40%"
561,Jacques Leblanc,6.0,-circonscription-calvados,Les Verts,"7,00%"
562,Raymond Prosper-Paul,6.0,-circonscription-calvados,PCF,"4,62%"
563,Xavier Jeanne,6.0,-circonscription-calvados,Ecologiste,"4,00%"
564,Jacques Millet,6.0,-circonscription-calvados,"
									Les nouveaux écologistes									","0,05%"
565,Yves Coussain,1.0,-circonscription-cantal,UDF,"33,43%"
566,René Souchon,1.0,-circonscription-cantal,PS,"22,46%"
567,Annie Brunet-Fuster,1.0,-circonscription-cantal,RPR dissident,"18,20%"
568,Yvon Bec,1.0,-circonscription-cantal,PS dissident,"11,75%"
569,Alain Cousin,1.0,-circonscription-cantal,PCF,"6,24%"
570,Paul Bardot,1.0,-circonscription-cantal,FN,"3,47%"
571,Jean-Claude Rocher,1.0,-circonscription-cantal,Les Verts,"2,50%"
572,Christian Morgo,1.0,-circonscription-cantal,Génération écologie,"1,95%"
573,Alain Marleix,2.0,-circonscription-cantal,RPR,"64,92%"
574,Marc Petitjean,2.0,-circonscription-cantal,"
									Mouvement des démocrates									","10,82%"
575,Laurent Tellier,2.0,-circonscription-cantal,PS,"8,10%"
576,Alice Brugue,2.0,-circonscription-cantal,FN,"5,77%"
577,Jean-Pierre Roume,2.0,-circonscription-cantal,PCF,"5,42%"
578,Lionel Feuillas,2.0,-circonscription-cantal,Les Verts,"4,97%"
579,Georges Chavanes,1.0,-circonscription-charente,UDF,"47,17%"
580,Bernard Desbordes,1.0,-circonscription-charente,PS,"17,65%"
581,Alain Leroy,1.0,-circonscription-charente,FN,"9,38%"
582,Jean Revereault,1.0,-circonscription-charente,Les Verts,"8,64%"
583,Maryse Dumeix,1.0,-circonscription-charente,PCF,"7,37%"
584,Véronique Germain,1.0,-circonscription-charente,"
									Les nouveaux écologistes									","4,10%"
585,Michel Deboeuf,1.0,-circonscription-charente,LO,"3,03%"
586,Patrick Renzi,1.0,-circonscription-charente,RPR dissident,"2,67%"
